date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:10:28	162734/162734	---M--	200	added ('OK')	image/gif	etag:%2274562b6a4978603db1a8fdd2d555f30a%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/bb375cdd655184ca2715ac5059e73651-YX4ZEeZEvbhrMMZa.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/bb375cdd655184ca2715ac5059e73651-YX4ZEeZEvbhrMMZa.gif	(from https://www.codsoft.in/)
14:10:30	130056/130056	---M--	200	added ('OK')	image/gif	etag:%227ce2c43959e1229e8e17ed82d8166a9e%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/ecom1.5-AGBrlQWV28Tk33nJ.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/ecom1.5-AGBrlQWV28Tk33nJ.gif	(from https://www.codsoft.in/)
14:10:34	54390/54390	---M--	200	added ('OK')	image/gif	etag:%2260f2fd68cf7c986ea5de68fba1391938%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/mob-dev-AGBrMO8XElc08jln.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/mob-dev-AGBrMO8XElc08jln.gif	(from https://www.codsoft.in/)
14:10:38	2181538/2181538	---M--	200	added ('OK')	image/gif	etag:%22b7c1a1c6dfd515955b8fa8cb4864f3db%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/web-development-2-YX4ZEeEEnwI13r0K.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/web-development-2-YX4ZEeEEnwI13r0K.gif	(from https://www.codsoft.in/)
14:10:41	11159/11159	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2020:41:14%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=227,h=168,fit=crop/Aq20eV79zLfpXV6b/java_projects_for_beginners-AGBrMZgjljfZV2EE.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=227,h=168,fit=crop/Aq20eV79zLfpXV6b/java_projects_for_beginners-AGBrMZgjljfZV2EE.jpg	(from https://www.codsoft.in/)
14:10:42	16594/16594	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2020:41:14%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=268,h=225,fit=crop/Aq20eV79zLfpXV6b/java_projects_for_beginners-AGBrMZgjljfZV2EE.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=268,h=225,fit=crop/Aq20eV79zLfpXV6b/java_projects_for_beginners-AGBrMZgjljfZV2EE.jpg	(from https://www.codsoft.in/)
14:10:42	10078/10078	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2008:26:44%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=227,h=168,fit=crop/Aq20eV79zLfpXV6b/istock-1276643671-A1agppkaKqi8zzvj.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=227,h=168,fit=crop/Aq20eV79zLfpXV6b/istock-1276643671-A1agppkaKqi8zzvj.jpg	(from https://www.codsoft.in/)
14:10:43	13965/13965	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2008:26:44%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=268,h=225,fit=crop/Aq20eV79zLfpXV6b/istock-1276643671-A1agppkaKqi8zzvj.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=268,h=225,fit=crop/Aq20eV79zLfpXV6b/istock-1276643671-A1agppkaKqi8zzvj.jpg	(from https://www.codsoft.in/)
14:10:47	3976/3976	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jun%202023%2018:46:09%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=166,h=163,fit=crop/Aq20eV79zLfpXV6b/images-m7VEv066lPuoGGkY.png	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=166,h=163,fit=crop/Aq20eV79zLfpXV6b/images-m7VEv066lPuoGGkY.png	(from https://www.codsoft.in/)
14:10:48	3404/3404	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jun%202023%2018:46:09%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=154,h=143,fit=crop/Aq20eV79zLfpXV6b/images-m7VEv066lPuoGGkY.png	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=154,h=143,fit=crop/Aq20eV79zLfpXV6b/images-m7VEv066lPuoGGkY.png	(from https://www.codsoft.in/)
14:10:54	202796/202796	---M--	200	added ('OK')	image/gif	etag:%2248a1bc1e2b11f9dbeb4a2f01e526a3a7%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/9d7b99_dfcb8e88751c4cecb7ac677976976ec8~mv2-mP4Xa8xEPPTLEoVx.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/9d7b99_dfcb8e88751c4cecb7ac677976976ec8_mv2-mP4Xa8xEPPTLEoVx.gif	(from https://www.codsoft.in/)
14:10:54	475558/475558	---M--	200	added ('OK')	image/gif	etag:%22873d17747f3d9349f7456ab66b6e8429%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/870a2f0a426751eac1fc9cefcd97be78-m7VE6evebnsJWr3w.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/870a2f0a426751eac1fc9cefcd97be78-m7VE6evebnsJWr3w.gif	(from https://www.codsoft.in/)
14:11:03	483180/483180	---M--	200	added ('OK')	image/gif	etag:%2254bd81e36394554b783b4c9b4cc2cef3%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/colorlessbitesizedkob-size_restricted-dWxMw6VeVnhwvlpy.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/colorlessbitesizedkob-size_restricted-dWxMw6VeVnhwvlpy.gif	(from https://www.codsoft.in/)
14:11:03	399993/399993	---M--	200	added ('OK')	image/gif	etag:%2220ef2b4bc296a267b4e4de95f17d5660%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/creative-m5KWqZZQ0ZF2RNjg.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/creative-m5KWqZZQ0ZF2RNjg.gif	(from https://www.codsoft.in/)
14:11:09	147967/147967	---MCZ	200	added ('OK')	text/html	etag:W/%22502ad626a4639500515a1ee2dbb4425f%22	https://www.codsoft.in/privacy-policy	C:/My%20Web%20Sites/Codsoft/www.codsoft.in/privacy-policy.html	(from https://www.codsoft.in/)
14:11:10	142919/142919	---MCZ	200	added ('OK')	text/html	etag:W/%224c870ddc844a1788bb3cfeef21732080%22	https://www.codsoft.in/refund-policy	C:/My%20Web%20Sites/Codsoft/www.codsoft.in/refund-policy.html	(from https://www.codsoft.in/)
14:11:15	3374847/3374847	---M--	200	added ('OK')	image/gif	etag:%2224a79bbd72cecb6859f3fdc77fa90435%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/data-science-2-mP4XPq0y3wUKory9.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/data-science-2-mP4XPq0y3wUKory9.gif	(from https://www.codsoft.in/)
14:11:15	82657/82657	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22649d97c3-142e1%22	https://www.codsoft.in/\%22mailto:contact@codsoft.in/%22	C:/My%20Web%20Sites/Codsoft/www.codsoft.in/_mailto_contact@codsoft.in/_	(from https://www.codsoft.in/)
14:11:16	160333/160333	---MCZ	200	added ('OK')	text/html	etag:W/%225e43bacc6176ae94d29b577746b37f46%22	https://www.codsoft.in/terms-and-conditions	C:/My%20Web%20Sites/Codsoft/www.codsoft.in/terms-and-conditions.html	(from https://www.codsoft.in/)
14:11:17	1290687/1290687	---M--	200	added ('OK')	image/gif	etag:%22578715f94a5c3a7e6c277841ef9bddbc%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/mobile_development2-AR0laO40Oyi0J4Nq.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/mobile_development2-AR0laO40Oyi0J4Nq.gif	(from https://www.codsoft.in/services)
14:11:17	344556/344556	---M--	200	added ('OK')	image/gif	etag:%2223c3a7a8939392aac0d4893164f1526d%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/android-app-development-company-in-chennai-A3QEG1jQybFBnE7P.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/android-app-development-company-in-chennai-A3QEG1jQybFBnE7P.gif	(from https://www.codsoft.in/services)
14:11:19	1012356/1012356	---M--	200	added ('OK')	image/gif	etag:%22356ff15f0daec6594e43fdfbd89be7b5%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/web-development-content-animated-A856GXrXQ9SM17oe.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/web-development-content-animated-A856GXrXQ9SM17oe.gif	(from https://www.codsoft.in/web-development)
14:11:19	2950/2950	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2011:16:28%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=101,h=100,fit=crop/Aq20eV79zLfpXV6b/html5-logo-css-logo-png-transparent-svg-vector-bie-supply-9-AMqXZgL65Mc8a5x3.png	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=101,h=100,fit=crop/Aq20eV79zLfpXV6b/html5-logo-css-logo-png-transparent-svg-vector-bie-supply-9-AMqXZgL65Mc8a5x3.png	(from https://www.codsoft.in/web-development)
14:11:19	1778967/1778967	---M--	200	added ('OK')	image/gif	etag:%2210bc59915a498a11e58378cf979445ef%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/ecommerce-marketing-toronto-YyvklKqR6juPG7DG.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/ecommerce-marketing-toronto-YyvklKqR6juPG7DG.gif	(from https://www.codsoft.in/web-development)
14:11:19	2925/2925	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2011:16:28%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=90,h=98,fit=crop/Aq20eV79zLfpXV6b/html5-logo-css-logo-png-transparent-svg-vector-bie-supply-9-AMqXZgL65Mc8a5x3.png	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=90,h=98,fit=crop/Aq20eV79zLfpXV6b/html5-logo-css-logo-png-transparent-svg-vector-bie-supply-9-AMqXZgL65Mc8a5x3.png	(from https://www.codsoft.in/web-development)
14:11:20	2826/2826	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2011:17:31%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=99,h=98,fit=crop/Aq20eV79zLfpXV6b/html5_logo_and_wordmark.svg-mP4X1rjnw9i31v8v.png	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=99,h=98,fit=crop/Aq20eV79zLfpXV6b/html5_logo_and_wordmark.svg-mP4X1rjnw9i31v8v.png	(from https://www.codsoft.in/web-development)
14:11:20	2562/2562	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2011:17:31%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=84,h=83,fit=crop/Aq20eV79zLfpXV6b/html5_logo_and_wordmark.svg-mP4X1rjnw9i31v8v.png	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=84,h=83,fit=crop/Aq20eV79zLfpXV6b/html5_logo_and_wordmark.svg-mP4X1rjnw9i31v8v.png	(from https://www.codsoft.in/web-development)
14:11:20	3191/3191	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2011:19:59%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=107,h=106,fit=crop/Aq20eV79zLfpXV6b/javascript-logo-Yg21wKePnaS6Rbqg.png	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=107,h=106,fit=crop/Aq20eV79zLfpXV6b/javascript-logo-Yg21wKePnaS6Rbqg.png	(from https://www.codsoft.in/web-development)
14:11:20	2861/2861	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2011:19:59%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=90,h=90,fit=crop/Aq20eV79zLfpXV6b/javascript-logo-Yg21wKePnaS6Rbqg.png	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=90,h=90,fit=crop/Aq20eV79zLfpXV6b/javascript-logo-Yg21wKePnaS6Rbqg.png	(from https://www.codsoft.in/web-development)
14:11:21	1499/1499	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2011:28:57%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=99,h=98,fit=crop/Aq20eV79zLfpXV6b/67109815-AwvLwK74pEfJb6M1.png	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=99,h=98,fit=crop/Aq20eV79zLfpXV6b/67109815-AwvLwK74pEfJb6M1.png	(from https://www.codsoft.in/web-development)
14:11:21	1662/1662	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2011:28:57%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=86,h=85,fit=crop/Aq20eV79zLfpXV6b/67109815-AwvLwK74pEfJb6M1.png	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=86,h=85,fit=crop/Aq20eV79zLfpXV6b/67109815-AwvLwK74pEfJb6M1.png	(from https://www.codsoft.in/web-development)
14:11:21	3064/3064	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2011:32:09%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=107,h=106,fit=crop/Aq20eV79zLfpXV6b/python-logo-notext.svg-dOqXe1jPVguDrNrL.png	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=107,h=106,fit=crop/Aq20eV79zLfpXV6b/python-logo-notext.svg-dOqXe1jPVguDrNrL.png	(from https://www.codsoft.in/web-development)
14:11:23	2067/2067	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2011:32:09%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=55,h=55,fit=crop/Aq20eV79zLfpXV6b/python-logo-notext.svg-dOqXe1jPVguDrNrL.png	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=55,h=55,fit=crop/Aq20eV79zLfpXV6b/python-logo-notext.svg-dOqXe1jPVguDrNrL.png	(from https://www.codsoft.in/web-development)
14:11:23	3249/3249	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2011:33:47%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=154,h=96,fit=crop/Aq20eV79zLfpXV6b/1280px-node.js_logo.svg-mnl7GO0Q2qcNLWaW.png	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=154,h=96,fit=crop/Aq20eV79zLfpXV6b/1280px-node.js_logo.svg-mnl7GO0Q2qcNLWaW.png	(from https://www.codsoft.in/web-development)
14:11:23	2484/2484	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2011:33:47%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=115,h=60,fit=crop/Aq20eV79zLfpXV6b/1280px-node.js_logo.svg-mnl7GO0Q2qcNLWaW.png	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=115,h=60,fit=crop/Aq20eV79zLfpXV6b/1280px-node.js_logo.svg-mnl7GO0Q2qcNLWaW.png	(from https://www.codsoft.in/web-development)
14:11:24	19713/19713	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Aug%202023%2014:17:02%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=294,h=423,fit=crop/Aq20eV79zLfpXV6b/techvia-it-solutions-business-services-website-template-1-m7V8V1NDpnSbnB4x.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=294,h=423,fit=crop/Aq20eV79zLfpXV6b/techvia-it-solutions-business-services-website-template-1-m7V8V1NDpnSbnB4x.jpg	(from https://www.codsoft.in/products)
14:11:25	21754/21754	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Aug%202023%2014:17:02%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=310,h=453,fit=crop/Aq20eV79zLfpXV6b/techvia-it-solutions-business-services-website-template-1-m7V8V1NDpnSbnB4x.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=310,h=453,fit=crop/Aq20eV79zLfpXV6b/techvia-it-solutions-business-services-website-template-1-m7V8V1NDpnSbnB4x.jpg	(from https://www.codsoft.in/products)
14:11:26	29303/29303	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Aug%202023%2014:39:31%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=297,h=428,fit=crop/Aq20eV79zLfpXV6b/60a98115ba76be068162f5ea_thumbnailimage-A8525B4rDefZVz76.jpeg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=297,h=428,fit=crop/Aq20eV79zLfpXV6b/60a98115ba76be068162f5ea_thumbnailimage-A8525B4rDefZVz76.jpg	(from https://www.codsoft.in/products)
14:11:26	30998/30998	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Aug%202023%2014:39:31%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=315,h=412,fit=crop/Aq20eV79zLfpXV6b/60a98115ba76be068162f5ea_thumbnailimage-A8525B4rDefZVz76.jpeg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=315,h=412,fit=crop/Aq20eV79zLfpXV6b/60a98115ba76be068162f5ea_thumbnailimage-A8525B4rDefZVz76.jpg	(from https://www.codsoft.in/products)
14:11:27	18954/18954	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Aug%202023%2014:41:22%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=297,h=428,fit=crop/Aq20eV79zLfpXV6b/orthoc-600x800-dWxexryEoocQk3KW.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=297,h=428,fit=crop/Aq20eV79zLfpXV6b/orthoc-600x800-dWxexryEoocQk3KW.jpg	(from https://www.codsoft.in/products)
14:11:28	20954/20954	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Aug%202023%2014:41:22%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=306,h=447,fit=crop/Aq20eV79zLfpXV6b/orthoc-600x800-dWxexryEoocQk3KW.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=306,h=447,fit=crop/Aq20eV79zLfpXV6b/orthoc-600x800-dWxexryEoocQk3KW.jpg	(from https://www.codsoft.in/products)
14:11:28	20104/20104	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Aug%202023%2015:20:33%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=294,h=423,fit=crop/Aq20eV79zLfpXV6b/eflyer-600x800-2-meP5PZBOKJC9qK9X.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=294,h=423,fit=crop/Aq20eV79zLfpXV6b/eflyer-600x800-2-meP5PZBOKJC9qK9X.jpg	(from https://www.codsoft.in/products)
14:11:28	21923/21923	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Aug%202023%2015:20:33%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=310,h=453,fit=crop/Aq20eV79zLfpXV6b/eflyer-600x800-2-meP5PZBOKJC9qK9X.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=310,h=453,fit=crop/Aq20eV79zLfpXV6b/eflyer-600x800-2-meP5PZBOKJC9qK9X.jpg	(from https://www.codsoft.in/products)
14:11:29	20748/20748	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Aug%202023%2015:22:32%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=297,h=428,fit=crop/Aq20eV79zLfpXV6b/edeedjob-758x948-A3QaQXn170hJ5VV9.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=297,h=428,fit=crop/Aq20eV79zLfpXV6b/edeedjob-758x948-A3QaQXn170hJ5VV9.jpg	(from https://www.codsoft.in/products)
